Course Code,Course Name,2021 Round 1,2021 Round 2,2020 Round 1,2020 Round 2,2019 Round 1,2020 additional assessment,2019 additional assessment
TU953,Tourism and Digital Marketing                     ,308  ,    ,290,,,False,False
TU954,Event Management                                  ,326  ,    ,356,,,False,False
TU955,Sports and Leisure Management                     ,275  ,    ,217,317,,False,False
TU961,Commercial Modern Music (BIMM - assessment/auditio,536 ,    536,608,608,,True,False
TU962,Drama (Performance  audition)                     ,448 ,    ,379,,,True,False
TU963,Music (audition)                                  ,364 ,    ,416,,,True,False
TU965,International Business and Languages              ,357  ,    ,356,346,,False,False
TU967,Languages and International Tourism               ,298  ,    ,308,,,False,False
TU973,Design - Visual Communication (portfolio)         ,700 ,    ,717,,,True,False
TU974,Fine Art (portfolio)                              ,549 ,    ,709,563,,True,False
TU975,Interior Design (portfolio)                       ,544 ,    ,632,,,True,False
TU976,Photography (portfolio)                           ,700 ,    ,695,,,True,False
TU978,Creative Industries and Visual Culture            ,299  ,    ,,,,,False
TU981,Creative Digital Media                            ,280  ,    ,280,,,False,False
TU982,Media Production and Digital Arts                 ,369  ,    ,320,311,,False,False
TU983,Film and Broadcasting                             ,462  ,    453,456,451,,False,False
TU984,Game Design                                       ,414  ,    ,381,,,False,False
TU985,Journalism                                        ,367  ,    ,322,,,False,False
TU989,Early Childhood Care and Education (campus options,270  ,    ,,,,,False
TU991,Applied Social Studies in Social Care             ,326  ,    ,325,,,False,False
TU992,Community Development and Youth Work              ,251  ,    ,251,,,False,False
TU995,Early Childhood Education                         ,378  ,    ,367,,,False,False
TU996,Social Care                                       ,407  ,    ,400,,,False,False
TU997,Applied Social Care                               ,320  ,    ,310,283,,False,False
TR002,Music                                             ,508  ,    477,435,429,414,False,True
TR003,History                                           ,552  ,    543,497,493,486,False,False
TR004,Law                                               ,590 ,    589,566,565,532,False,False
TR005,Philosophy                                        ,510  ,    497,442,,391,False,False
TR006,Psychology                                        ,601 ,    590,567,555,555,False,False
TR007,Clinical Speech and Language Studies              ,564 ,    ,529,,499,False,False
TR009,Music Education                                   ,496 ,    486,420,,430,True,True
TR015,Philosophy  Political Science  Economics and Socio,613 ,    613,589,,566,False,False
TR016,Deaf Studies                                      ,389  ,    ,340,,337,False,False
TR018,Law and French                                    ,602 ,    602,565,,532,False,False
TR019,Law and German                                    ,577  ,    567,543,542,523,False,False
TR021,Classics  Ancient History and Archaeology         ,467  ,    462,370,,377,False,False
TR022,Early and Modern Irish                            ,377  ,    ,398,,347,False,False
TR023,English Studies                                   ,546  ,    541,487,476,463,False,False
TR024,European Studies                                  ,566  ,    ,544,542,520,False,False
TR025,Drama and Theatre Studies                         ,543 ,    519,564,530,489,True,True
TR028,Ancient and Medieval History and Culture          ,498  ,    463,342,,339,False,False
TR031,Mathematics                                       ,579  ,    578,531,,566,False,False
TR032,Engineering                                       ,556  ,    555,510,509,487,False,False
TR033,Computer Science                                  ,566 ,    549,509,,465,False,False
TR034,Management Science and Information Systems Studies,625 ,    625,613,,589,False,False
TR035,Theoretical Physics                               ,590  ,    589,543,,554,False,False
TR038,Engineering with Management                       ,589 ,    589,532,,499,False,False
TR039,Computer Science  Linguistics and a Language      ,443  ,    ,454,424,435,False,False
TR040,Middle Eastern and European Languages and Cultures,520  ,    499,466,,485,False,False
TR041,Religion                                          ,417  ,    ,368,,347,False,False
TR042,Film                                              ,531  ,    522,489,476,,False,False
TR043,History of Art and Architecture                   ,498  ,    486,393,354,,False,False
TR051,Medicine (HPAT required)                          ,743,    743,735,734,730,True,True
TR052,Dental Science                                    ,625 ,    625,613,613,590,False,False
TR053,Physiotherapy                                     ,590 ,    ,566,566,533,False,False
TR054,Occupational Therapy                              ,578 ,    577,533,,500,False,False
TR055,Radiation Therapy                                 ,577  ,    566,543,,510,False,False
TR056,Human Health and Disease                          ,601 ,    ,565,,543,False,False
TR060,Biological and Biomedical Sciences                ,578 ,    577,543,543,510,False,False
TR061,Chemical Sciences                                 ,558  ,    554,517,510,488,False,False
TR062,Geography and Geoscience                          ,495  ,    ,473,,435,False,False
TR063,Physical Sciences                                 ,554  ,    543,498,498,498,False,False
TR064,Environmental Science and Engineering             ,555  ,    ,,,,,False
TR072,Pharmacy                                          ,613 ,    613,590,,555,False,False
TR080,Global Business                                   ,613 ,    ,589,,565,False,False
TR081,Business  Economic and Social Studies (BESS)      ,577  ,    567,543,543,518,False,False
TR084,Social Studies (Social Work)                      ,497  ,    487,462,,420,False,False
TR085,Business Studies and French                       ,564  ,    ,540,531,509,False,False
TR086,Business Studies and German                       ,530  ,    ,509,499,474,False,False
TR087,Business Studies and Russian                      ,487  ,    ,474,465,467,False,False
TR089,Business Studies and Polish                       ,391  ,    ,444,424,393,False,False
TR090,Business Studies and Spanish                      ,566  ,    ,531,,510,False,False
TR091,General Nursing (Meath and St James`s)            ,462  ,    456,429,,393,False,False
TR093,General Nursing (Adelaide School of Nursing)      ,473 ,    ,430,429,378,True,True
TR095,Mental Health Nursing                             ,442  ,    ,408,,358,False,False
TR097,Intellectual Disability Nursing                   ,412  ,    410,396,,346,False,False
TR911,Children`s and General Nursing (Integrated)       ,531 ,    ,511,510,476,False,False
TR913,Midwifery                                         ,521  ,    ,478,477,423,False,False
DN100,Architecture                                      ,555  ,    ,510,,473,False,False
DN120,Landscape Architecture                            ,463  ,    435,407,,353,False,False
DN130,City Planning and Environmental Policy            ,445  ,    424,407,400,367,False,False
DN150,Engineering (Common Entry)                        ,565 ,    ,531,521,511,False,False
DN200,Science (options)                                 ,577  ,    567,533,,521,False,False
DN201,Computer Science (Common Entry)                   ,554  ,    549,510,,488,False,False
DN230,Actuarial and Financial Studies                   ,613 ,    613,601,,577,False,False
DN240,Sustainability                                    ,510  ,    ,440,,,False,False
DN250,Agricultural Science (options)                    ,454  ,    444,456,455,420,False,False
DN261,Food Science                                      ,531  ,    ,477,,434,False,False
DN262,Human Nutrition                                   ,566  ,    ,531,,493,False,False
DN300,Veterinary Medicine - Undergraduate Entry         ,601,    ,589,,567,True,True
DN301,Veterinary Medicine - Graduate Entry (GAMSAT requi,     ,    ,,,,True,True
DN310,Veterinary Nursing                                ,521  ,    509,478,477,441,False,False
DN400,Medicine - Undergraduate Entry (HPAT required)    ,743,    ,737,736,735,True,True
DN401,Medicine - Graduate Entry (GAMSAT required)       ,61 ,    ,,,59,True,True
DN410,Radiography                                       ,566 ,    566,534,532,507,False,False
DN411,Radiography - Graduate Entry                      ,    ,    ,,,,True,True
DN420,Physiotherapy                                     ,601 ,    601,578,577,542,False,False
DN425,Health and Performance Science                    ,544  ,    543,510,509,488,False,False
DN430,Sport and Exercise Management                     ,484  ,    476,455,445,436,False,False
DN440,Biomedical  Health and Life Sciences              ,613 ,    613,590,589,565,False,False
DN450,General Nursing                                   ,462 ,    ,429,424,398,False,False
DN451,Children`s and General Nursing (Integrated)       ,533  ,    ,509,506,462,False,False
DN452,Midwifery                                         ,510  ,    509,489,476,409,False,False
DN453,Mental Health Nursing                             ,442  ,    ,397,393,379,False,False
DN520,Joint Honours (options)                           ,381  ,    378,310,,336,False,False
DN530,Humanities (options)                              ,397  ,    388,340,336,348,False,False
DN541,Modern Languages (options)                        ,320  ,    ,303,,348,False,False
DN600,Law (options)                                     ,576  ,    567,546,544,520,False,False
DN610,Business and Law                                  ,573  ,    567,545,,521,False,False
DN650,Commerce                                          ,555  ,    ,521,521,498,False,False
DN660,Commerce International (options)                  ,555  ,    554,517,511,507,False,False
DN670,Economics and Finance                             ,625 ,    625,613,,601,False,False
DN700,Social Sciences (options)                         ,475  ,    474,421,419,388,False,False
DN710,Economics                                         ,534  ,    532,498,498,476,False,False
DN720,Psychology                                        ,566  ,    564,530,522,517,False,False
DN750,Social Policy and Sociology                       ,421  ,    ,378,,330,False,False
DK810,Accounting and Finance                            ,307  ,    307,305,305,306,False,False
DK816,Business Studies                                  ,301  ,    301,300,300,300,False,False
DK820,Computing in Games Development                    ,309  ,    309,311,311,307,False,False
DK821,Computing in Software Development                 ,320  ,    316,302,302,301,False,False
DK822,Augmented and Virtual Reality                     ,320  ,    320,307,,,False,False
DK830,Building Surveying                                ,305  ,    ,336,,302,False,False
DK831,Architectural Technology                          ,368  ,    314,389,,301,False,False
DK832,Construction Management                           ,358  ,    305,387,,300,False,False
DK843,Engineering (Common Entry)                        ,404  ,    391,340,340,303,False,False
DK844,Mechanical Engineering                            ,336  ,    336,305,305,,False,False
DK845,Electrical and Electronic Engineering             ,331  ,    331,304,304,,False,False
DK846,Civil Engineering                                 ,371  ,    371,391,361,,False,False
DK850,International Tourism Management                  ,303  ,    303,317,317,,False,False
DK861,Arts                                              ,302  ,    302,302,302,300,False,False
DK862,Social Care                                       ,322  ,    319,301,,300,False,False
DK863,Creative Media                                    ,336  ,    320,308,308,300,False,False
DK864,Film and Television Production                    ,308  ,    ,300,300,300,False,False
DK865,Audio and Music Production                        ,352  ,    ,301,,301,False,False
DK870,General Nursing                                   ,440 ,    440,403,401,392,False,False
DK872,Intellectual Disability Nursing                   ,367  ,    366,336,,300,False,False
DK874,Mental Health Nursing                             ,398  ,    ,356,,356,False,False
DK876,Early Childhood Studies                           ,300  ,    ,321,,305,False,False
DK877,Midwifery                                         ,482  ,    477,440,,398,False,False
DK880,Health and Physical Activity                      ,301  ,    ,328,,300,False,False
DK882,Agriculture (Award options)                       ,342  ,    ,310,,303,False,False
DK883,Science (Award options)                           ,373  ,    368,358,321,300,False,False
DK884,Sustainable Agriculture                           ,348  ,    ,,,,False,False
DK885,Agri-Food Production                              ,     ,    ,,,,False,False
DK886,Biopharmaceutical Science                         ,379  ,    ,301,,,False,False
DK887,Environmental Science                             ,377  ,    ,330,,,False,False
GA181,Accounting                                        ,303  ,    ,309,,303,False,False
GA182,Business                                          ,285  ,    ,287,,290,False,False
GA183,Business Information Systems                      ,298  ,    ,296,,309,False,False
GA184,Marketing and Sales                               ,300  ,    ,307,,307,False,False
GA185,Finance and Economics                             ,318  ,    ,293,,307,False,False
GA186,Business with Entrepreneurship                    ,287  ,    ,280,,297,False,False
GA187,Rural Enterprise and Agri-Business                ,291  ,    ,281,,280,False,False
GA281,Film and Documentary                              ,310  ,    301,304,,287,False,False
GA282,Heritage Studies                                  ,252  ,    ,220,,238,False,False
GA283,Contemporary Art (portfolio)                      ,790 ,    ,679,,260,True,False
GA284,Design                                            ,331  ,    ,303,,309,False,False
GA285,Education (Art  Design and Graphics)              ,406  ,    ,,,,False,False
GA380,International Hotel Management                    ,218  ,    ,242,,225,False,False
GA381,International Tourism Management                  ,252  ,    ,278,,261,False,False
GA382,Culinary and Gastronomic Science                  ,235  ,    ,206,,225,False,False
GA384,Event Management with Public Relations            ,230  ,    ,212,,209,False,False
GA480,Construction Management                           ,302  ,    ,260,,260,False,False
GA482,Quantity Surveying and Construction Economics     ,304  ,    ,288,,280,False,False
GA483,Architectural Technology                          ,281  ,    273,265,,251,False,False
GA484,Civil Engineering                                 ,377  ,    ,290,,270,False,False
GA580,Software and Electronic Engineering               ,300  ,    ,300,,301,False,False
GA680,Mechanical Engineering                            ,400  ,    ,330,,336,False,False
GA681,Energy Engineering                                ,312  ,    ,293,,281,False,False
GA682,Biomedical Engineering                            ,331  ,    ,313,,331,False,False
GA683,Agricultural Engineering                          ,304  ,    ,309,,301,False,False
GA684,Engineering Common Entry to Manu/Agri/Biomed/Energ,413  ,    ,340,,346,False,False
GA685,Manufacturing Engineering Design                  ,336  ,    ,309,,,False,False
GA780,Applied Freshwater and Marine Biology             ,366  ,    ,327,,300,False,False
GA781,Applied Biology and Biopharmaceutical Science     ,381  ,    ,337,,317,False,False
GA782,Chemical and Pharmaceutical Science               ,356  ,    ,336,,307,False,False
GA783,Physics and Instrumentation                       ,301  ,    ,363,,373,False,False
GA784,Science (Undenominated)                           ,445  ,    ,372,,327,False,False
GA785,Medical Science                                   ,517  ,    510,473,,451,False,False
GA786,Forensic Science and Analysis                     ,408  ,    ,317,,300,False,False
GA787,Computing in Software Development                 ,310  ,    ,270,,275,False,False
GA788,Computing and Digital Media                       ,270  ,    ,274,,270,False,False
GA789,Agriculture and Environmental Management          ,340  ,    ,287,,297,False,False
GA790,Sport and Exercise Science                        ,376  ,    366,356,,350,False,False
GA791,Public Health Nutrition                           ,368  ,    ,368,,364,False,False
GA880,General Nursing                                   ,440 ,    ,429,422,389,False,False
GA882,Psychiatric Nursing                               ,369  ,    ,367,,346,False,False
GA885,Outdoor Education                                 ,269  ,    ,252,,210,False,False
GA887,History and Geography                             ,201  ,    ,244,,228,False,False
GA889,Applied Social Care                               ,265  ,    ,266,,260,False,False
GA890,Early Childhood Education and Care                ,281  ,    227,270,,278,False,False
GA891,Geography and Outdoor Education                   ,261  ,    ,244,,,False,False
GA892,Community Development and Youth Work (Level 8)    ,     ,    ,,,,,False
GA980,Education (Design Graphics and Construction)      ,410  ,    ,377,,376,False,False
GA981,Furniture Design and Manufacture                  ,346  ,    ,,,271,,False
GA982,Furniture Making and Architectural Woodworking    ,360  ,    ,,,270,,False
GA983,Furniture and Digital Manufacturing               ,     ,    ,,,,,False
GA984,Furniture Design  Making and Technology - Common E,486  ,    467,284,,,False,False
GY101,Arts (Joint-Honours)                              ,327  ,    326,300,,300,False,False
GY104,BSc (Psychology)                                  ,564  ,    555,523,520,507,False,False
GY105,Arts (History)                                    ,357  ,    ,301,,318,False,False
GY109,Arts (Mathematics and Education)                  ,413  ,    ,403,,411,False,False
GY110,Arts (Children and Youth Studies - options)       ,387  ,    ,357,,382,False,False
GY111,Arts (English and Creative Writing)               ,421  ,    420,330,,402,False,False
GY113,Arts with Human Rights                            ,413  ,    ,368,,338,False,False
GY115,Arts with Performing Arts Studies                 ,300  ,    ,387,,328,False,False
GY118,Arts (Drama  Theatre and Performance Studies)     ,453  ,    430,451,,410,False,False
GY119,Arts (Journalism)                                 ,484  ,    473,400,,410,False,False
GY122,Na D�na (Cumars�id agus Gaeilge)                  ,410  ,    ,361,,308,False,False
GY123,Applied Social Sciences                           ,419  ,    ,358,,357,False,False
GY125,Arts (Digital Arts and Technology)                ,403  ,    ,328,,324,False,False
GY127,Arts (Film and Digital Media)                     ,430  ,    421,401,,387,False,False
GY128,Arts (Global Languages)                           ,346  ,    ,352,,370,False,False
GY129,Arts (Global Experience)                          ,465  ,    ,420,,408,False,False
GY130,Arts (Music)                                      ,462  ,    ,408,,400,False,False
GY132,Government (Politics  Economics and Law)          ,465  ,    451,407,,402,False,False
GY133,Education (Computer Science and Mathematical Studi,454  ,    ,422,,401,False,False
GY134,Geography and Geosystems                          ,425  ,    ,410,,,False,False
GY135,Arts (Global Media)                               ,442  ,    ,,,,,False
GY136,Na D�na (L�ann Teanga - options)                  ,526  ,    ,,,,,False
GY201,Commerce                                          ,476  ,    ,433,,420,False,False
GY202,Commerce (International) with French              ,520  ,    ,484,,484,False,False
GY203,Commerce (International) with German              ,518  ,    ,489,,489,False,False
GY204,Commerce (International) with Spanish             ,506  ,    ,495,,484,False,False
GY206,Business Information Systems (Work Placement and O,509  ,    ,465,,431,False,False
GY207,Commerce (Accounting) including optional Global Ex,543  ,    ,509,,486,False,False
GY208,Commerce (Gaeilge)                                ,508  ,    ,473,,473,False,False
GY209,Commerce (Global Experience)                      ,551  ,    ,530,,509,False,False
GY250,Law and Business                                  ,510  ,    ,487,,436,False,False
GY251,Law (BCL)                                         ,542  ,    ,499,,473,False,False
GY252,Law (BCL) and Human Rights                        ,565  ,    ,520,,510,False,False
GY253,Law and Taxation                                  ,506  ,    ,509,,,False,False
GY254,Law (BCL)  Criminology and Criminal Justice       ,548  ,    ,530,,,False,False
GY261,Business Studies in International Hotel Management,503 ,    ,497,,486,True,True
GY262,Commerce in International Hotel Management (interv,709 ,    ,681,,671,True,True
GY301,Science                                           ,489  ,    488,433,432,400,False,False
GY303,Biomedical Science                                ,613  ,    ,556,,533,False,False
GY304,Biotechnology                                     ,498  ,    495,465,,473,False,False
GY308,Environmental Science                             ,431  ,    430,408,,413,False,False
GY309,Financial Mathematics and Economics               ,509  ,    ,487,,454,False,False
GY310,Marine Science                                    ,467  ,    ,419,,409,False,False
GY313,Environmental Health and Safety                   ,412  ,    ,412,,402,False,False
GY314,Earth and Ocean Sciences                          ,422  ,    ,403,,402,False,False
GY318,Biopharmaceutical Chemistry                       ,555  ,    ,509,,510,False,False
GY319,Mathematical Science                              ,543  ,    ,476,,456,False,False
GY320,Physics (Degree options: Applied Astrophysics Biom,465  ,    ,402,,401,False,False
GY321,Genetics and Genomics                             ,532  ,    ,508,,,False,False
GY322,Agricultural Sciences                             ,485  ,    ,,,,,False
GY350,Computer Science and Information Technology       ,495  ,    ,403,,425,False,False
GY401,Engineering (Undenominated)                       ,522  ,    520,465,,444,False,False
GY402,Civil Engineering                                 ,533  ,    521,455,,509,False,False
GY405,Mechanical Engineering                            ,541  ,    ,454,,443,False,False
GY406,Electronic and Computer Engineering               ,555  ,    ,510,,509,False,False
GY408,Biomedical Engineering                            ,554  ,    ,509,,519,False,False
GY410,Project and Construction Management               ,431  ,    ,403,,434,False,False
GY413,Energy Systems Engineering                        ,509  ,    ,502,,532,False,False
GY414,Electrical and Electronic Engineering             ,433  ,    ,405,,454,False,False
GY501,Medicine (five year/six year course  HPAT required,737,    737,728,,726,True,True
GY502,Occupational Therapy                              ,601  ,    ,555,,532,False,False
GY503,Speech and Language Therapy                       ,578  ,    ,543,,529,False,False
GY504,Podiatric Medicine                                ,531  ,    526,443,,434,False,False
GY515,General Nursing (Galway and Portiuncula)          ,502  ,    496,476,473,442,False,False
GY516,Mental Health Nursing                             ,475  ,    441,440,,388,False,False
GY517,Midwifery                                         ,520  ,    509,495,,429,False,False
LY108,Business - Accounting                             ,312  ,    ,309,,318,False,False
LY118,Business                                          ,288  ,    ,290,,287,False,False
LY128,Marketing with Online Technologies                ,261  ,    261,,,,,False
LY208,Law                                               ,300  ,    290,300,,300,False,False
LY228,Sports and Exercise - Common Entry                ,290  ,    ,300,,278,False,False
LY408,Design - Common Entry                             ,301 ,    ,320,,307,True,True
LY508,Fire Safety Engineering                           ,283  ,    ,276,,270,False,False
LY518,Quantity Surveying                                ,304  ,    ,301,,307,False,False
LY528,Construction Management                           ,262  ,    ,271,,267,False,False
LY538,Architectural Technology                          ,234  ,    234,,,,,False
LY608,Mechanical Engineering                            ,300  ,    ,300,,304,False,False
LY618,Electronic Engineering                            ,321  ,    ,312,,307,False,False
LY708,Applied Computing                                 ,320  ,    ,306,,300,False,False
LY748,Computer Science                                  ,316  ,    ,317,317,,False,False
LY818,Science - Common Entry                            ,302  ,    ,303,,302,False,False
LY828,Agriculture - Common Entry                        ,308  ,    300,307,,300,False,False
LY908,General Nursing                                   ,429 ,    ,400,,383,False,False
LY918,Psychiatric Nursing                               ,367 ,    ,357,,291,False,False
LY928,Intellectual Disability Nursing                   ,357  ,    ,326,,288,False,False
LY968,Early Childhood Care  Health and Education        ,288  ,    ,303,,300,False,False
LY978,Health and Social Care - Common Entry             ,279  ,    ,280,,260,False,False
MI001,Contemporary and Applied Theatre Studies          ,209  ,    ,375,,345,False,False
MI002,Arts                                              ,280  ,    ,300,281,300,False,False
MI004,Education - Primary Teaching - International      ,589  ,    ,577,,,False,False
MI005,Education - Primary Teaching                      ,522  ,    ,495,,473,False,False
MI006,Education - Primary Teaching - Gaeltacht Applicant,485 ,    ,456,,442,True,True
MI007,Early Childhood Care and Education                ,409  ,    ,357,,366,False,False
MI008,Education and Psychology - Primary Teaching       ,590  ,    ,588,,543,False,False
MI009,Education  Business Studies and Accounting        ,434  ,    ,402,,392,False,False
MI010,Education  Business Studies and Religious Studies ,370  ,    ,368,,326,False,False
MI011,Education  Gaeilge and Religious Studies          ,407  ,    ,409,,377,False,False
MI012,Education  Gaeilge and Business Studies           ,387  ,    ,401,,398,False,False
MI013,Education  Mathematics and Gaeilge                ,509  ,    ,444,,433,False,False
MI014,Education  Mathematics and Business Studies       ,476  ,    ,434,,,False,False
CI110,Counselling and Psychotherapy                     ,292  ,    ,310,,,False,False
CI111,Counselling and Psychotherapy with Addiction Studi,290  ,    ,301,,,False,False
CI112,Counselling and Psychotherapy with Youth Studies  ,325  ,    ,311,,,False,False
LC110,Art and Design (Common Entry  portfolio)          ,794 ,    ,740,,734,True,True
LC114,Fashion and Textiles for Product and Costume (port,914 ,    ,880,,900,True,True
LC115,Art and Design Teacher Education (LIT and UL  port,993 ,    ,942,,,True,False
LC220,Digital Marketing                                 ,263  ,    ,262,,254,False,False
LC223,Law and Taxation                                  ,331  ,    ,307,,308,False,False
LC224,Accounting and Finance                            ,300  ,    ,300,,299,False,False
LC225,Marketing and Management                          ,298  ,    ,298,,298,False,False
LC226,Enterprise and Innovation                         ,255  ,    ,234,234,216,False,False
LC233,Software Development                              ,280  ,    ,272,,300,False,False
LC234,Immersive Digital Media and Spatial Computing     ,226  ,    ,225,,219,False,False
LC236,Internet Systems Development                      ,260  ,    ,262,260,298,False,False
LC239,Computer Networks and Systems Management          ,317  ,    ,307,,335,False,False
LC241,Construction Management                           ,326  ,    ,255,,276,False,False
LC242,Property Valuation and Management                 ,308  ,    ,282,,292,False,False
LC243,Quantity Surveying                                ,278  ,    ,294,,281,False,False
LC248,Built Environment (Common Entry)                  ,300  ,    ,288,,307,False,False
LC252,Civil Engineering Management                      ,264  ,    ,270,,281,False,False
LC263,Medical Technology                                ,391  ,    ,294,,282,False,False
LC265,Forensic and Pharmaceutical Sciences              ,498  ,    ,413,,335,False,False
LC266,Drug and Medicinal Product Analysis               ,252  ,    ,262,,236,False,False
LC275,Electrical Engineering                            ,361  ,    347,298,,288,False,False
LC288,Mechanical Engineering                            ,378  ,    369,347,346,307,False,False
LC289,Precision Engineering                             ,261  ,    ,291,,280,False,False
LC292,Social Care Work                                  ,374  ,    ,367,,360,False,False
LC293,Business Studies with Travel and Tourism Managemen,271  ,    264,307,,299,False,False
LC294,Business Studies with Event Management            ,279  ,    ,279,,271,False,False
LC295,Business Studies with Sports Management           ,262  ,    ,252,,263,False,False
LC297,Community and Addiction Studies                   ,272  ,    262,235,,217,False,False
LC320,Business                                          ,381  ,    ,346,,337,False,False
LC330,Business with Computing                           ,328  ,    308,297,,298,False,False
LC340,Interior Design                                   ,391  ,    368,350,,298,False,False
LC362,Biotechnology and Biopharmaceutical Sciences      ,429  ,    ,413,,379,False,False
LC371,Creative Broadcast and Film Production            ,325  ,    310,309,,298,False,False
LC372,Music Technology and Production                   ,377  ,    ,325,,321,False,False
LC374,Renewable and Electrical Energy Engineering       ,337  ,    319,318,,317,False,False
LC375,Industrial Automation and Robotic Systems         ,309  ,    ,317,,321,False,False
LC376,Electronic Engineering with Computer Systems      ,357  ,    ,318,,308,False,False
LC380,Automotive Engineering and Transport Management   ,298  ,    ,303,298,282,False,False
LC392,Business Studies in Beauty and Spa Management     ,328  ,    317,236,,217,False,False
LC393,Early Childhood Education and Care                ,309  ,    276,236,,260,False,False
LC402,Social Care Work                                  ,228  ,    ,225,,209,False,False
LC408,Environmental Science and Climate                 ,279  ,    ,279,,262,False,False
LC416,Business                                          ,260  ,    ,274,,,False,False
LC418,Computing - Games Design and Development          ,260  ,    256,270,,271,False,False
LC422,Applied Strength and Conditioning                 ,289  ,    ,298,,288,False,False
LC502,Game Art and Design (portfolio)                   ,841 ,    ,852,,838,True,True
LC517,Creative Media and Design                         ,279  ,    ,234,,229,False,False
LC518,Digital Animation Production (portfolio)          ,807 ,    ,808,,816,True,True
LC612,Social Care Work                                  ,309  ,    ,320,,319,False,False
LM002,Arts                                              ,360 ,    360,348,,329,False,False
LM019,Social Sciences                                   ,451  ,    ,,,,,False
LM020,Law and Accounting                                ,474  ,    ,465,,436,False,False
LM026,Performing Arts (audition format TBC)             ,329 ,    ,303,,307,True,True
LM028,Criminal Justice                                  ,420  ,    ,418,,387,False,False
LM029,Law Plus                                          ,530  ,    ,490,,473,False,False
LM038,Psychology and Sociology                          ,530  ,    ,500,,478,False,False
LM039,Journalism and Digital Communication              ,432  ,    ,402,,388,False,False
LM040,European Studies                                  ,409  ,    ,369,,350,False,False
LM044,Applied Languages                                 ,429  ,    ,442,,404,False,False
LM050,Business Studies (options)                        ,451  ,    ,431,,419,False,False
LM056,International Business                            ,555 ,    ,528,,511,False,False
LM058,Financial Mathematics                             ,468  ,    ,403,,434,False,False
LM063,Technology Management                             ,410  ,    ,379,,372,False,False
LM066,Environmental Science                             ,430  ,    ,,,,,False
LM068,Food Science and Health                           ,464 ,    ,421,,400,False,False
LM076,Product Design and Technology (portfolio required),401 ,    ,408,,402,True,True
LM077,Aeronautical Engineering                          ,567  ,    ,520,,469,False,False
LM082,Construction Management and Engineering           ,446 ,    ,398,,368,False,False
LM089,Sport and Exercise Sciences                       ,498 ,    ,474,,441,False,False
LM090,Physical Education with concurrent Teacher Educati,552  ,    544,532,,498,False,False
LM091,Languages with concurrent Teacher Education       ,506  ,    ,517,,,False,False
LM092,Science with Teacher Ed (Biology with Physics/Chem,521  ,    ,507,,478,False,False
LM093,Equine Science                                    ,367  ,    ,339,,338,False,False
LM094,Materials and Architectural Technology with concur,475  ,    ,440,,405,False,False
LM095,Materials and Engineering Technology with concurre,425  ,    ,367,,358,False,False
LM096,Science with Teacher Ed (Physical Sciences with Ch,454  ,    ,405,,382,False,False
LM097,Mathematics and Computer Science with concurrent T,465  ,    ,402,,,False,False
LM099,Architecture                                      ,520  ,    ,498,,419,True,True
LM100,Physiotherapy                                     ,613 ,    ,589,,565,False,False
LM101,Medicine  - Graduate Entry (GAMSAT required)      ,57 ,    ,55,,55,True,True
LM102,Psychology                                        ,534  ,    ,509,,495,False,False
LM103,Paramedic Studies (Full B/Provisional C1 Drivers L,429 ,    ,392,,313,True,True
LM105,Exercise and Health Fitness Management            ,441  ,    ,,,,,False
LM115,Chemical and Biochemical Engineering              ,476  ,    ,454,,456,False,False
LM116,Engineering (Biomedical/Civil/Design and Manufactu,498 ,    ,476,,434,False,False
LM118,Electronic and Computer Engineering               ,445  ,    ,403,,401,False,False
LM121,Computer Science (Computer Systems/Games Dev/Cyber,402  ,    ,351,,352,False,False
LM122,Creative Media and Interaction Design (Digital Des,382  ,    ,327,,330,False,False
LM123,Biological and Chemical Sc. (Biosci/Envir Sci/Ind ,498 ,    ,441,,412,False,False
LM124,Mathematics (Math Science/Maths and Physics/Econom,455  ,    ,437,,427,False,False
LM125,Physics (Applied Physics or Mathematics and Physic,489  ,    ,404,,405,False,False
LM150,General Nursing                                   ,498 ,    487,475,,440,False,False
LM152,Mental Health Nursing                             ,478  ,    466,419,,388,False,False
LM154,Intellectual Disability Nursing                   ,462  ,    443,420,,381,False,False
LM156,Midwifery                                         ,521 ,    508,469,,429,False,False
MU001,Theology and Arts                                 ,294  ,    294,290,290,290,False,False
MU002,Theology                                          ,     ,    ,440,,292,False,False
MH001,Education - Primary Teaching (Froebel)            ,564  ,    ,507,,496,False,False
MH002,Education - Primary Teaching - Gaeltacht Applicant,     ,    ,,,441,True,True
MH003,Early Childhood - Teaching and Learning (full-time,381  ,    ,,,,,False
MH101,Arts                                              ,338  ,    336,318,,316,False,False
MH103,Music                                             ,    ,    ,,,,True,True
MH106,Psychology - 3 years                              ,554  ,    ,521,,495,False,False
MH107,Social Science                                    ,390  ,    ,346,,326,False,False
MH109,Media Studies                                     ,324  ,    ,316,,317,False,False
MH116,Community and Youth Work (Full-Time)              ,    ,    ,,,,True,True
MH201,Science                                           ,401  ,    400,360,,350,False,False
MH202,Biotechnology                                     ,490  ,    489,455,,429,False,False
MH203,Biological and Geographical Sciences              ,451  ,    ,430,,,False,False
MH204,Physics with Astrophysics                         ,422  ,    ,422,,420,False,False
MH206,Theoretical Physics and Mathematics               ,521  ,    ,510,,498,False,False
MH207,Data Science                                      ,444  ,    ,445,,434,False,False
